N34700	news	newspolitics	New Florida Majority celebrates grand opening of Fort Lauderdale office | PHOTOS	As music blasted through the Fort Lauderdale plaza and children ran, played, danced and ate ice cream, the smell of Carribbean food whirled through the air. What may have appeared like a party to bypassers was actually the grand opening of a local organization's new headquarters. And over the music, canvassers registered new voters and community activists, organizers, elected officials, ...	https://assets.msn.com/labs/mind/AAJte4f.html	[{"Label": "Fort Lauderdale, Florida", "Type": "G", "WikidataId": "Q165972", "Confidence": 1.0, "OccurrenceOffsets": [49], "SurfaceForms": ["Fort Lauderdale"]}]	[{"Label": "Fort Lauderdale, Florida", "Type": "G", "WikidataId": "Q165972", "Confidence": 1.0, "OccurrenceOffsets": [29], "SurfaceForms": ["Fort Lauderdale"]}, {"Label": "Caribbean", "Type": "L", "WikidataId": "Q664609", "Confidence": 1.0, "OccurrenceOffsets": [116], "SurfaceForms": ["Carribbean"]}]
N16278	sports	more_sports	Silver Spring Man Nabs Title At Soggy Marine Corps Marathon	The rain didn't stop Silver Spring's Jordan Tropf from winning the 44th Marine Corps Marathon on Sunday.	https://assets.msn.com/labs/mind/AAJzNaS.html	[{"Label": "Marine Corps Marathon", "Type": "U", "WikidataId": "Q6764107", "Confidence": 1.0, "OccurrenceOffsets": [38], "SurfaceForms": ["Marine Corps Marathon"]}, {"Label": "Silver Spring, Maryland", "Type": "G", "WikidataId": "Q755741", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Silver Spring"]}]	[{"Label": "Marine Corps Marathon", "Type": "U", "WikidataId": "Q6764107", "Confidence": 1.0, "OccurrenceOffsets": [72], "SurfaceForms": ["Marine Corps Marathon"]}, {"Label": "Silver Spring, Maryland", "Type": "G", "WikidataId": "Q755741", "Confidence": 1.0, "OccurrenceOffsets": [21], "SurfaceForms": ["Silver Spring"]}]
N35354	sports	racing	Ryan: Dega spectacularly showcased what we've learned in a post-plate era	This year returned to the glory days on NASCAR's biggest, fastest tracks; also why the yellow-line non-call didn't feel right; the good, bad and ugly of manufacturer ties; and Ryan Blaney's breakthrough.	https://assets.msn.com/labs/mind/AAISEPT.html	[]	[{"Label": "NASCAR", "Type": "U", "WikidataId": "Q233929", "Confidence": 0.987, "OccurrenceOffsets": [40], "SurfaceForms": ["NASCAR"]}]
N45770	news	newsus	Kettering asks for volunteers to claim deer killed in crashes	The Kettering Police Department is asking for volunteers who would be interested in collecting the bodies of deer hit and killed within the city.	https://assets.msn.com/labs/mind/AAJaiQk.html	[]	[]
N42291	news	newsopinion	Bigger than bin Laden? 3 striking things about Trump's announcement that Baghdadi is dead.	So much detail, the role of the Kurds and his effort to portray this as bigger than bin Laden.	https://assets.msn.com/labs/mind/AAJqbX1.html	[{"Label": "Donald Trump", "Type": "P", "WikidataId": "Q22686", "Confidence": 1.0, "OccurrenceOffsets": [47], "SurfaceForms": ["Trump"]}, {"Label": "Osama bin Laden", "Type": "P", "WikidataId": "Q1317", "Confidence": 0.999, "OccurrenceOffsets": [12], "SurfaceForms": ["bin Laden"]}]	[{"Label": "Kurds", "Type": "Y", "WikidataId": "Q12223", "Confidence": 0.996, "OccurrenceOffsets": [32], "SurfaceForms": ["Kurds"]}, {"Label": "Osama bin Laden", "Type": "P", "WikidataId": "Q1317", "Confidence": 0.999, "OccurrenceOffsets": [84], "SurfaceForms": ["bin Laden"]}]
N7695	news	newsus	Founders Brewing settles racial discrimination lawsuit	Founders Brewing has settled a racial discrimination lawsuit that took a high-profile turn last week after a brewery manager said he couldn't be sure what constituted a black person without meeting them. "We are pleased to settle this case and focus on the future," the brewery said in a statement Thursday. "Through recent discussions with Tracy, we listened, engaged in self discovery, and ...	https://assets.msn.com/labs/mind/AAJF2qK.html	[{"Label": "Founders Brewing Company", "Type": "F", "WikidataId": "Q5474595", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Founders Brewing"]}]	[{"Label": "Founders Brewing Company", "Type": "F", "WikidataId": "Q5474595", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Founders Brewing"]}]
N60051	news	newsus	Busy intersection near Midland just converted to a 4-way stop. More changes coming	Q: Do my eyes deceive, or are there now even more stop signs at Golden Given Road East and 104th Street East? A: You are not seeing things, dear reader, as Pierce County on Thursday turned that intersection into an all-way stop. Until Thursday, the crossroads near Ford Middle School had stop signs only for the westbound and eastbound traffic on 104th Street East. "The new stop signs ...	https://assets.msn.com/labs/mind/BBWymJ5.html	[]	[{"Label": "Pierce County, Washington", "Type": "G", "WikidataId": "Q156459", "Confidence": 1.0, "OccurrenceOffsets": [156], "SurfaceForms": ["Pierce County"]}]
N50009	news	newsus	Snorkeling grandmothers reveal large sea snake group in a New Caledonia bay	Seven snorkeling grandmothers have helped scientists to uncover a large population of venomous sea snakes in a New Caledonia bay popular with residents and cruise passengers.	https://assets.msn.com/labs/mind/AAJh3eo.html	[{"Label": "New Caledonia", "Type": "G", "WikidataId": "Q33788", "Confidence": 1.0, "OccurrenceOffsets": [58], "SurfaceForms": ["New Caledonia"]}, {"Label": "Snorkeling", "Type": "C", "WikidataId": "Q2471422", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Snorkeling"]}]	[{"Label": "New Caledonia", "Type": "G", "WikidataId": "Q33788", "Confidence": 1.0, "OccurrenceOffsets": [111], "SurfaceForms": ["New Caledonia"]}]
N22009	video	news	Porsche crashes into building and kills 2 people	Two people died in New Jersey after their speeding car lost control and crashed into the second story of a building, according to police.	https://assets.msn.com/labs/mind/BBWALQ7.html	[{"Label": "Porsche", "Type": "O", "WikidataId": "Q40993", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Porsche"]}]	[{"Label": "New Jersey", "Type": "G", "WikidataId": "Q1408", "Confidence": 1.0, "OccurrenceOffsets": [19], "SurfaceForms": ["New Jersey"]}]
N62636	news	newsus	Substance Abuse Awareness Event Brings Faces Of Drug Addiction To Simsbury High School	The nonprofit A Promise to Jordan is bringing the faces of drug addiction to Simsbury High School, on Nov. 18. The nonprofit was started by Simsbury resident Lisa Gray, the Simsbury Chamber of Commerce's executive director, in July of 2018, less than a month after her son, Jordan Arakelian, died of a heroin overdose at the age of 24. Through the upcoming event, Gray is aiming to put faces to ...	https://assets.msn.com/labs/mind/BBWBlNU.html	[{"Label": "Simsbury High School", "Type": "F", "WikidataId": "Q7521255", "Confidence": 1.0, "OccurrenceOffsets": [66], "SurfaceForms": ["Simsbury High School"]}]	[{"Label": "Simsbury, Connecticut", "Type": "G", "WikidataId": "Q753950", "Confidence": 0.951, "OccurrenceOffsets": [140, 173], "SurfaceForms": ["Simsbury", "Simsbury"]}, {"Label": "Simsbury High School", "Type": "F", "WikidataId": "Q7521255", "Confidence": 1.0, "OccurrenceOffsets": [77], "SurfaceForms": ["Simsbury High School"]}, {"Label": "Chamber of commerce", "Type": "C", "WikidataId": "Q1123526", "Confidence": 0.902, "OccurrenceOffsets": [182], "SurfaceForms": ["Chamber of Commerce"]}]
N753	sports	basketball_wnba	Lynx leading scorer Sims pleads guilty to DWI	MINNEAPOLIS (AP) Minnesota Lynx scoring leader Odyssey Sims has been sentenced to house arrest after pleading guilty to a drunken-driving charge.	https://assets.msn.com/labs/mind/AAIWdxe.html	[{"Label": "Odyssey Sims", "Type": "P", "WikidataId": "Q2268963", "Confidence": 0.999, "OccurrenceOffsets": [20], "SurfaceForms": ["Sims"]}, {"Label": "Minnesota Lynx", "Type": "O", "WikidataId": "Q1474850", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Lynx"]}]	[{"Label": "Odyssey Sims", "Type": "P", "WikidataId": "Q2268963", "Confidence": 0.999, "OccurrenceOffsets": [47], "SurfaceForms": ["Odyssey Sims"]}, {"Label": "Minnesota Lynx", "Type": "O", "WikidataId": "Q1474850", "Confidence": 1.0, "OccurrenceOffsets": [17], "SurfaceForms": ["Minnesota Lynx"]}, {"Label": "Minneapolis", "Type": "G", "WikidataId": "Q36091", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["MINNEAPOLIS"]}]
N49322	finance	markets	Gold ends lower as the US stock market rallies, but prices hold above $1,500	Gold futures end slightly lower Monday, pressured as U.S. benchmark stock indexes were on track to notch record levels, but the yellow metal holds ground above the key $1,500 level for third straight session as pros harbor doubts about U.S. economic vitality.	https://assets.msn.com/labs/mind/AAJOHxH.html	[]	[]
N54841	sports	baseball_mlb	MLB world reacts to horrendous call by umpires in critical World Series moment	A horrendous call by an umpire could have nearly cost Washington its entire season after Trea Turner was called out for interference on a critical play.	https://assets.msn.com/labs/mind/AAJyF6r.html	[{"Label": "World Series", "Type": "E", "WikidataId": "Q265538", "Confidence": 1.0, "OccurrenceOffsets": [59], "SurfaceForms": ["World Series"]}, {"Label": "Major League Baseball", "Type": "O", "WikidataId": "Q1163715", "Confidence": 0.999, "OccurrenceOffsets": [0], "SurfaceForms": ["MLB"]}]	[{"Label": "Trea Turner", "Type": "P", "WikidataId": "Q16235922", "Confidence": 1.0, "OccurrenceOffsets": [89], "SurfaceForms": ["Trea Turner"]}]
N10288	movies	movienews	'Downton Abbey' star confirms filmmakers are 'rounding people up' to do a sequel	The actress who brought beloved cook Mrs. Patmore to life confirms a sequel to the hugely successful movie based on the PBS show is in the works.	https://assets.msn.com/labs/mind/AAJtdzB.html	[{"Label": "Downton Abbey", "Type": "W", "WikidataId": "Q83071", "Confidence": 0.97, "OccurrenceOffsets": [1, 9], "SurfaceForms": ["Downton", "Abbey"]}]	[{"Label": "PBS", "Type": "O", "WikidataId": "Q215616", "Confidence": 1.0, "OccurrenceOffsets": [120], "SurfaceForms": ["PBS"]}]
N24126	news	newsoffbeat	Warrant for owner of 83 seized dogs under prosecutor's review	Prosecutor Mike Wendling said his office is reviewing a warrant requested against the owner of 83 toy dogs seized by officials in St. Clair Township.	https://assets.msn.com/labs/mind/BBWESrm.html	[]	[{"Label": "St. Clair Township, Michigan", "Type": "G", "WikidataId": "Q7587593", "Confidence": 0.954, "OccurrenceOffsets": [130], "SurfaceForms": ["St. Clair Township"]}]
